Load Date,Actual,SARIMAX Full,SARIMAX Restricted,XGBoost Full,XGBoost Restricted,XGBoost No Weather,Seasonal Naïve
2025-07-04,12.636867561550629,12.677902685109862,12.682170657898428,12.626514,12.629364,12.626867,12.612473981906517
2025-07-05,12.586900056206767,12.620764278156546,12.622981287518598,12.572119,12.573986,12.572105,12.583570284554284
2025-07-06,12.557338486613368,12.589874265034373,12.592886453598004,12.564763,12.56768,12.573179,12.589162620284007
2025-07-07,12.612976717832591,12.633522049798756,12.635063815859667,12.618602,12.618353,12.622497,12.644098517971372
2025-07-08,12.603246811903857,12.614251003295802,12.618555423982507,12.6025715,12.604614,12.615117,12.64125188362173
2025-07-09,12.611847705598269,12.605006776463274,12.60420066795526,12.599235,12.601141,12.611296,12.632134183436987
2025-07-10,12.605566628567544,12.612887950299662,12.621041466898621,12.602894,12.605461,12.618495,12.642370824560734
2025-07-11,12.599336959056885,12.615852197899674,12.606093713994241,12.598042,12.59278,12.604135,12.636867561550629
2025-07-12,12.557602375528225,12.563773772853782,12.551206710357892,12.540111,12.543041,12.551484,12.586900056206767
2025-07-13,12.53962634163801,12.557692212834532,12.543628215154936,12.542163,12.546547,12.549626,12.557338486613368
2025-07-14,12.577618960434712,12.599360863201575,12.585485696551633,12.586212,12.586215,12.596483,12.612976717832591
2025-07-15,12.56754058469386,12.58712281243044,12.572951014004776,12.571174,12.573339,12.579805,12.603246811903857
2025-07-16,12.558962936697036,12.579874607957846,12.560285954469368,12.573125,12.574367,12.5710335,12.611847705598269
2025-07-17,12.560251476770024,12.597617098395801,12.579592129904126,12.559602,12.559882,12.564461,12.605566628567544
2025-07-18,12.57394318426296,12.593964025115401,12.581638939504275,12.557046,12.5569935,12.55741,12.599336959056885
2025-07-19,12.552120319544176,12.552831411962849,12.537502706037017,12.51927,12.516569,12.5185795,12.557602375528225
2025-07-20,12.527612518700575,12.573240563322464,12.540669768862394,12.5355835,12.536161,12.534311,12.53962634163801
2025-07-21,12.577512056325872,12.596370088976862,12.579002316952462,12.5740185,12.570002,12.573682,12.577618960434712
2025-07-22,12.5724642296522,12.587071175494167,12.572893322134174,12.56752,12.5698595,12.5729475,12.56754058469386
2025-07-23,12.566257921039409,12.5822528321787,12.56294304867183,12.566702,12.574153,12.571036,12.558962936697036
2025-07-24,12.568835520354304,12.596508944287336,12.583528941101353,12.553321,12.558554,12.561794,12.560251476770024
2025-07-25,12.556725996010384,12.598110298970997,12.58627140440263,12.558678,12.561461,12.558709,12.57394318426296
2025-07-26,12.532137339650044,12.543191780194164,12.528211278349666,12.50512,12.505614,12.5111685,12.552120319544176
2025-07-27,12.529112209263008,12.548909117645032,12.532937100603537,12.513396,12.512257,12.510955,12.527612518700575
2025-07-28,12.57172219693404,12.602669135705334,12.58708792781945,12.580863,12.577495,12.579812,12.577512056325872
2025-07-29,12.588020033924286,12.585666838288365,12.588781002701518,12.5619135,12.564569,12.565813,12.5724642296522
2025-07-30,12.589268286192365,12.602482114427971,12.582369685177529,12.57916,12.57635,12.58523,12.566257921039409
2025-07-31,12.585799344393225,12.607623435319994,12.595946714592694,12.576099,12.576973,12.587115,12.568835520354304
2025-08-01,12.572131423259243,12.606304183288213,12.59542610156028,12.580276,12.580005,12.58309,12.556725996010384
2025-08-02,12.54391537117357,12.550903468614877,12.536759690070422,12.519421,12.5197735,12.519451,12.532137339650044
2025-08-03,12.55124620134809,12.55662722428003,12.541053625236351,12.539936,12.530861,12.534002,12.529112209263008
2025-08-04,12.626097904969669,12.605283616710757,12.609829830149023,12.606824,12.605961,12.6104765,12.57172219693404
2025-08-05,12.6618220391476,12.630869430992577,12.634555724351173,12.616583,12.613534,12.623866,12.588020033924286
2025-08-06,12.6634690111508,12.648720771893036,12.649190355584576,12.638566,12.636121,12.656315,12.589268286192365
2025-08-07,12.673723509192312,12.669746152302695,12.676596257972959,12.644209,12.64535,12.666107,12.585799344393225
2025-08-08,12.653271332539273,12.662069567054939,12.672215126136582,12.642728,12.643931,12.657349,12.572131423259243
2025-08-09,12.604687678688256,12.609073308194915,12.614816621596386,12.580154,12.587927,12.59311,12.54391537117357
2025-08-10,12.599515778411012,12.599142417794312,12.603072519225975,12.58342,12.584078,12.588639,12.55124620134809
2025-08-11,12.669237317326589,12.654300383976882,12.658177291290158,12.654638,12.660971,12.669442,12.626097904969669
2025-08-12,12.663595589023258,12.653059388686621,12.659009934128001,12.645163,12.651923,12.661844,12.6618220391476
2025-08-13,12.63972668599759,12.633440576541005,12.618343049941348,12.637242,12.641616,12.660439,12.6634690111508
2025-08-14,12.635335657152796,12.631995905223434,12.623177094265147,12.622707,12.6163225,12.649542,12.673723509192312
2025-08-15,12.642635823673569,12.631623552558192,12.641171103789064,12.6217985,12.626424,12.641389,12.653271332539273
2025-08-16,12.608071753995164,12.613405123606608,12.617292226682173,12.588655,12.591006,12.594435,12.604687678688256
2025-08-17,12.60403299659695,12.590496379505783,12.595979448667965,12.584963,12.588156,12.596412,12.599515778411012
2025-08-18,12.66332659189041,12.631321835810844,12.638786189616708,12.6422615,12.654568,12.673464,12.669237317326589
2025-08-19,12.658418158870552,12.659132288857425,12.663565877878023,12.656308,12.657317,12.67073,12.663595589023258
2025-08-20,12.673701582424584,12.676836309534403,12.673172503565606,12.657658,12.661567,12.656566,12.63972668599759
2025-08-21,12.682179487226948,12.713105745741403,12.71544846013135,12.670741,12.666063,12.669947,12.635335657152796
2025-08-22,12.683504864354129,12.720127226737745,12.723604912402534,12.675435,12.675229,12.673838,12.642635823673569
2025-08-23,12.639836863123634,12.66371704231633,12.665870855756214,12.612535,12.615759,12.623996,12.608071753995164
2025-08-24,12.630859873352374,12.64642098288379,12.648329651756763,12.626722,12.628698,12.627927,12.60403299659695
2025-08-25,12.679638671897695,12.695006515590778,12.697273387390734,12.681182,12.682488,12.7012,12.66332659189041
2025-08-26,12.666041721626144,12.673639660225314,12.678119469462406,12.671518,12.674089,12.675763,12.658418158870552
2025-08-27,12.66753364015332,12.656575632822129,12.65651400711587,12.652939,12.652273,12.660652,12.673701582424584
2025-08-28,12.671459383315652,12.666028059598819,12.67386067739713,12.646853,12.653777,12.677845,12.682179487226948
2025-08-29,12.66371582316357,12.670039122909436,12.67885635326017,12.642295,12.6519985,12.670832,12.683504864354129
2025-08-30,12.603179587950592,12.608707365609769,12.61575871606055,12.594239,12.609869,12.615488,12.639836863123634
2025-08-31,12.599981233553589,12.58921553057279,12.594278218229938,12.589581,12.591825,12.599296,12.630859873352374
2025-09-01,12.6554908411668,12.637886840106361,12.643993262552867,12.6507435,12.653058,12.67643,12.679638671897695
2025-09-02,12.63829003227747,12.637221103530985,12.643611066143936,12.6434555,12.643002,12.667024,12.666041721626144
2025-09-03,12.63674405540604,12.630184938623444,12.630271020394794,12.625218,12.623836,12.640703,12.66753364015332
2025-09-04,12.649697006205706,12.636952556337722,12.644922024731489,12.63034,12.625189,12.651272,12.671459383315652
2025-09-05,12.63715026819238,12.657904180923516,12.665703755205968,12.632607,12.638757,12.6557255,12.66371582316357
2025-09-06,12.585070567423166,12.605074090643033,12.609402793617221,12.581171,12.587324,12.602261,12.603179587950592
2025-09-07,12.582170733005526,12.590613838881866,12.59330746547542,12.56705,12.570219,12.574075,12.599981233553589
2025-09-08,12.635846552744338,12.63185414768682,12.636611478109831,12.639793,12.644061,12.668996,12.6554908411668
2025-09-09,12.64086028201472,12.629761567788577,12.63477022182289,12.631793,12.6288805,12.6476145,12.63829003227747
